,Function,HS_Best,HS_Avg,FA_Best,FA_Avg,ABC_Best,ABC_Avg,GA_Best,GA_Avg,Your_SA_Best,Your_SA_Avg,Your_PSO_Best,Your_PSO_Avg,Your_Hybrid_Best,Your_Hybrid_Avg
0,f1 (Rosenbrock),11435681.331162736,18153339.66626996,135375000.5250366,260506319.3319756,224168.09784838662,775690.4087152998,4896.228721199207,25733.264110762728,25173683.41033465,154303056.08761573,1240.7445407513096,45700.92258594603,158.21855764822268,783.7647421606159
1,f2 (Ackley),14.300532433352762,16.432918774308426,20.153567361569554,20.437151533077937,4.759758304681782,6.218100602258808,5.832686315591026,9.770819421523816,20.355728342927126,20.787322702675848,1.4124618251964276,13.339702905785193,1.9843992777258106,14.07960149382852
2,f3 (Levy),21.77726948118635,37.8164024291227,135.2665094596876,200.41807418043766,12.797100187945206,23.426626766202624,7.536878159703758,16.35957246123418,116.01745116998038,199.21920852692523,4.27967424641314,16.188297631925774,4.255295800657893,16.710649259529898
3,f4 (Sphere),8757.798635599192,12900.277311204754,55186.337306372996,67061.50359333026,122.26909412329704,200.52039178798626,90.74543516500853,641.1600940949022,35102.68019603771,49818.02832930173,2.8446594064493906,2011.4798071408945,0.07742168073056822,1.2907908238087065
4,f5 (SumSquare),1261.4562714165438,1772.064400044635,6737.12929215213,9904.378847819678,12.85235777382766,21.04195089779056,185.08044362303602,325.8640645868999,4272.970706841678,6668.454515355386,3.566737251858736,1106.717029839469,0.03500095558109118,0.4921234510569027
5,f6 (Zakharov),285.52261688666397,394.46074758270174,405.7966042002222,3608789945.861674,252.93004351628957,328.92541228107285,130.43354878508296,304.72580404127075,377.56766812619725,5881478689.410454,273.250793499568,548.1149419382945,197.29351564125628,316.52906299385097
6,f7 (Michalewicz),-17.879548025118233,-15.776848006564123,-10.669373787944263,-9.476656436811878,-11.14247969304942,-9.901213536510513,-13.57837190847852,-9.767395998837504,-7.3564225687576945,-6.042993000282645,-17.818773121455195,-14.724004094122751,-20.759125039778866,-15.183079828190737
